Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
WAVESTONE;FR0013357621;WAVE;"Euronext Paris";EUR;49.15;49.50;48.95;49.50;"12/12/2023 17:35";CET;4244;209624.35;49.50;12/12/2023
WE.CONNECT;FR0013079092;ALWEC;"Euronext Growth Paris";EUR;13.50;13.50;13.30;13.30;"12/12/2023 14:03";CET;540;7223.40;13.30;12/12/2023
"WEACCESS GROUP";FR0010688465;MLWEA;"Euronext Access Paris";EUR;2.42;2.42;2.42;2.42;"11/12/2023 11:30";CET;50;121.00;2.42;12/12/2023
WEDIA;FR0010688440;ALWED;"Euronext Growth Paris";EUR;21.80;21.80;21.80;21.80;"12/12/2023 09:00";CET;1;21.80;21.80;12/12/2023
WELL;FR0004152700;MLWEL;"Euronext Access Paris";EUR;0.34;0.34;0.34;0.34;"11/12/2023 16:30";CET;24000;8160.00;0.34;12/12/2023
WENDEL;FR0000121204;MF;"Euronext Paris";EUR;80.35;81.40;79.80;80.60;"12/12/2023 17:35";CET;129131;10411164.35;80.60;12/12/2023
WEYA;FR0010768770;MLWEY;"Euronext Access Paris";EUR;0.476;0.476;0.476;0.476;"07/12/2023 11:30";CET;439;208.96;0.476;12/12/2023
"WHITENI R CAJAL";ES0105399002;MLWRC;"Euronext Access Paris";EUR;3.00;3.00;3.00;3.00;"25/10/2019 11:30";CET;350;1050.00;3.00;12/12/2023
WINFARM;FR0014000P11;ALWF;"Euronext Growth Paris";EUR;4.72;4.75;4.65;4.65;"12/12/2023 17:35";CET;3333;15678.52;4.65;12/12/2023
WITBE;FR0013143872;ALWIT;"Euronext Growth Paris";EUR;4.00;4.06;4.00;4.00;"12/12/2023 17:35";CET;1744;7003.55;4.00;12/12/2023
WIZIBOAT;FR00140047H7;MLWIZ;"Euronext Access Paris";EUR;4.64;4.64;4.64;4.64;"05/12/2023 16:30";CET;177;821.28;4.64;12/12/2023
WORLDLINE;FR0011981968;WLN;"Euronext Paris";EUR;15.75;16.035;15.475;15.55;"12/12/2023 17:36";CET;1406319;22015539.50;15.55;12/12/2023
X-FAB;BE0974310428;XFAB;"Euronext Paris";EUR;10.10;10.11;9.92;9.975;"12/12/2023 17:35";CET;38477;384667.22;9.975;12/12/2023
"XILAM ANIMATION";FR0004034072;XIL;"Euronext Paris";EUR;3.90;3.90;3.62;3.75;"12/12/2023 17:35";CET;17033;64288.89;3.75;12/12/2023
ZCCM;ZM0000000037;MLZAM;"Euronext Access Paris";EUR;1.30;1.30;1.30;1.30;"12/12/2023 11:30";CET;200;260.00;1.30;12/12/2023
"ZCI LIMITED";BMG9887P1068;CV;"Euronext Paris";EUR;0.17;0.20;0.17;0.20;"04/08/2015 16:20";CET;21826;3755.94;0.20;12/12/2023
